clinic_name,clinician_name,role,measure_id,measure_name,num,den,collection_type,measure_type,high_priority,national_avg,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,decile_10,topped_out
Kendall College,Fingerroot,MD,113,Colorectal Cancer Screening,277,463,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Kendall College,Jasmine,MD,113,Colorectal Cancer Screening,53,118,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Kendall College,Garlic,MD,113,Colorectal Cancer Screening,170,275,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Allspice,MD,309,Cervical Cancer Screening,174,198,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Angelica,MD,309,Cervical Cancer Screening,93,118,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Anise,PA,309,Cervical Cancer Screening,92,148,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Bay,MD,309,Cervical Cancer Screening,502,658,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Basil,NP,309,Cervical Cancer Screening,531,623,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Barberry,NP,309,Cervical Cancer Screening,346,478,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Bergamot,MD,309,Cervical Cancer Screening,363,466,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Borage,MD,309,Cervical Cancer Screening,355,466,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Caper,MD,309,Cervical Cancer Screening,113,152,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Caraway,MD,309,Cervical Cancer Screening,71,96,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Cardamom,NP,309,Cervical Cancer Screening,474,677,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Cassia,NP,309,Cervical Cancer Screening,536,678,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Catnip,NP,309,Cervical Cancer Screening,408,523,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Cayenne,PA,309,Cervical Cancer Screening,488,644,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Celery,MD,309,Cervical Cancer Screening,47,71,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Institute,Chervil,MD,309,Cervical Cancer Screening,138,174,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Chicory,PA,309,Cervical Cancer Screening,255,347,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Chives,MD,309,Cervical Cancer Screening,339,423,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Cilantro,MD,309,Cervical Cancer Screening,240,309,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Cinnamon,NP,309,Cervical Cancer Screening,280,385,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Clove,MD,309,Cervical Cancer Screening,217,240,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Coriander,MD,309,Cervical Cancer Screening,97,123,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Cumin,NP,309,Cervical Cancer Screening,392,532,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Dill,MD,309,Cervical Cancer Screening,78,118,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Fennel,PA,309,Cervical Cancer Screening,335,473,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Fenugreek,MD,309,Cervical Cancer Screening,455,571,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Ginger,MD,309,Cervical Cancer Screening,118,170,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Horehound,MD,309,Cervical Cancer Screening,25,58,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Escoffier School,Horseradish,MD,309,Cervical Cancer Screening,492,613,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Hattori Nutrition,Hyssop,MD,309,Cervical Cancer Screening,53,187,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Hattori Nutrition,Lavender,MD,309,Cervical Cancer Screening,424,709,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Hattori Nutrition,Licorice,NP,309,Cervical Cancer Screening,148,320,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Hattori Nutrition,Lovage,MD,309,Cervical Cancer Screening,187,353,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Hattori Nutrition,Mace,MD,309,Cervical Cancer Screening,1,1,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Hattori Nutrition,Marjoram,MD,309,Cervical Cancer Screening,5,21,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Nutmeg,MD,309,Cervical Cancer Screening,202,288,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Oregano,MD,309,Cervical Cancer Screening,123,176,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Paprika,MD,309,Cervical Cancer Screening,34,103,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Parsley,MD,309,Cervical Cancer Screening,432,594,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Peppermint,MD,309,Cervical Cancer Screening,750,838,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Poppy,MD,309,Cervical Cancer Screening,290,379,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Rosemary,MD,309,Cervical Cancer Screening,554,635,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Rue,MD,309,Cervical Cancer Screening,203,307,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Boston University,Saffron,MD,309,Cervical Cancer Screening,296,358,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Arts Academy,Sage,NP,309,Cervical Cancer Screening,95,149,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Arts Academy,Savory,NP,309,Cervical Cancer Screening,0,6,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Arts Academy,Sesame,NP,309,Cervical Cancer Screening,0,2,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Arts Academy,Sorrel,MD,309,Cervical Cancer Screening,446,531,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Arts Academy,Staranise,MD,309,Cervical Cancer Screening,682,885,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Culinary Arts Academy,Spearmint,MD,309,Cervical Cancer Screening,101,134,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Tarragon,MD,309,Cervical Cancer Screening,92,189,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Thyme,MD,309,Cervical Cancer Screening,4,20,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Turmeric,MD,309,Cervical Cancer Screening,364,483,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Vanilla,PA,309,Cervical Cancer Screening,383,531,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Wasabi,NP,309,Cervical Cancer Screening,210,286,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Cocoa,MD,309,Cervical Cancer Screening,266,349,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
La Cuisine Paris,Zaatar,MD,309,Cervical Cancer Screening,58,86,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Kendall College,Mastic,NP,309,Cervical Cancer Screening,209,332,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Kendall College,Curry,MD,309,Cervical Cancer Screening,102,231,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Kendall College,Fingerroot,MD,309,Cervical Cancer Screening,199,312,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Kendall College,Jasmine,MD,309,Cervical Cancer Screening,4,21,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Kendall College,Garlic,MD,309,Cervical Cancer Screening,274,371,eCQM,Process,N,36.44,0.44 - 7.76,7.77 - 15.58,15.59 - 21.87,21.88 - 27.95,27.96 - 34.03,34.04 - 40.16,40.17 - 46.98,46.99 - 54.54,54.55 - 68.51,>= 68.52,No
Le Cordon Bleu,Allspice,MD,47,Advance Care Plan,270,371,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Angelica,MD,47,Advance Care Plan,126,227,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Anise,PA,47,Advance Care Plan,48,104,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Bay,MD,47,Advance Care Plan,222,314,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Basil,NP,47,Advance Care Plan,64,83,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Barberry,NP,47,Advance Care Plan,60,91,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Bergamot,MD,47,Advance Care Plan,125,198,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Le Cordon Bleu,Borage,MD,47,Advance Care Plan,119,169,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Caper,MD,47,Advance Care Plan,257,316,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Caraway,MD,47,Advance Care Plan,135,171,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Cardamom,NP,47,Advance Care Plan,284,414,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Cassia,NP,47,Advance Care Plan,86,116,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Catnip,NP,47,Advance Care Plan,89,118,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Cayenne,PA,47,Advance Care Plan,109,162,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Celery,MD,47,Advance Care Plan,78,98,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Culinary Institute,Chervil,MD,47,Advance Care Plan,212,251,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Chicory,PA,47,Advance Care Plan,49,88,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Chives,MD,47,Advance Care Plan,347,393,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Cilantro,MD,47,Advance Care Plan,222,301,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Cinnamon,NP,47,Advance Care Plan,57,91,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Clove,MD,47,Advance Care Plan,54,63,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Coriander,MD,47,Advance Care Plan,276,376,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Cumin,NP,47,Advance Care Plan,42,63,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Dill,MD,47,Advance Care Plan,214,294,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Fennel,PA,47,Advance Care Plan,64,110,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Fenugreek,MD,47,Advance Care Plan,477,541,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Ginger,MD,47,Advance Care Plan,88,107,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Horehound,MD,47,Advance Care Plan,20,34,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Escoffier School,Horseradish,MD,47,Advance Care Plan,328,362,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Hattori Nutrition,Hyssop,MD,47,Advance Care Plan,156,290,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Hattori Nutrition,Lavender,MD,47,Advance Care Plan,265,390,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Hattori Nutrition,Licorice,NP,47,Advance Care Plan,66,274,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Hattori Nutrition,Lovage,MD,47,Advance Care Plan,187,352,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Hattori Nutrition,Mace,MD,47,Advance Care Plan,481,595,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
Hattori Nutrition,Marjoram,MD,47,Advance Care Plan,33,181,Medicare Part B Claims,Process,Y,88.96,0.65 - 43.13,43.14 - 96.33,96.34 - 99.82,99.83 - 99.99,n/a,n/a,n/a,n/a,n/a,100.00,Yes
