practice_name,address,city,state,zip,medicare_date,phone_number
ALCOHOL AND DRUG SERVICES OF GUILFO,1101 CAROLINA ST,Greensboro,North Carolina,27401-1318,1/1/2020,3363336860
CFSATC INC,7 N COCOA BLVD,Cocoa,Florida,32922-7749,1/1/2020,3216314578
"PDSSC-CHICAGO, INC.",2260 N ELSTON AVE,Chicago,Illinois,60614-2930,1/8/2020,7737722450
SOUTHWEST BEHAVIORAL HEALTH SERVICE,1515 E CEDAR AVE,Flagstaff,Arizona,86004-1646,2/6/2023,9287140010
MEDMARK TREATMENT CENTERS OF GEORGI,20 COMMERCE DR,Blairsville,Georgia,30512-8913,1/1/2020,7067816987
SOUTHLIGHT HEALTHCARE,2101 GARNER RD,Raleigh,North Carolina,27610-0114,1/1/2020,9197876131x1100
SUNDANCE METHADONE TREATMENT CENTER,4545 N BROADWAY ST,Chicago,Illinois,60640-5975,4/28/2020,7737694545
"PINNACLE TREATMENT CENTERS PA-IV, L",3121 SMALLMAN ST,Pittsburgh,Pennsylvania,15201-1425,1/1/2020,4122558717
"PREMIER CARE OF OHIO, LLC",2727 SAINT JOHNS RD,Lima,Ohio,45804-4029,1/1/2020,5679409145
CRC HEALTH TREATMENT CLINICS LLC,"651 W WARREN AVE, STE 100",Longwood,Florida,32750-4036,1/1/2020,4072149019
LAKEVIEW CENTER INC,1800 N PALAFOX ST,Pensacola,Florida,32501-2141,4/1/2020,8504663400
LANE COUNTY OREGON,432 W 11TH AVE,Eugene,Oregon,97401-3451,1/1/2021,5416824464
NARCOTICS PREVENTION ASSOCIATION IC,942 S ATLANTIC BLVD,Los Angeles,California,90022-4004,6/16/2022,3232639700
ADDICTION RESEARCH AND TREATMENT IN,4920 AVALON BLVD,Los Angeles,California,90011-4004,1/1/2020,3232355035
VCPHCS XII LLC,5250 LEETSDALE DR # 220,Denver,Colorado,80246-1438,1/1/2020,3036295293
"METRO TREATMENT OF FLORIDA, LP",216 NE 1ST AVE,Ocala,Florida,34470-6654,1/1/2020,3527326565
METRO TREATMENT OF ALABAMA LP,5605 CLIFFORD CIR,Birmingham,Alabama,35210-4453,1/1/2020,2058363345
"C.O.R.E. MEDICAL CLINIC, INC",2100 CAPITOL AVE,Sacramento,California,95816-5721,1/1/2020,9164424985x305
MISSION TREATMENT CENTERS INC,2887 S MARYLAND PKWY,Las Vegas,Nevada,89109-1511,1/1/2020,7024744104
ANOTHER WAY INC.,1363 HOLTON LN,Takoma Park,Maryland,20912-7511,9/22/2020,3014342622
WE CARE DAILY CLINICS LLC,3320 AUBURN WAY N,Auburn,Washington,98002-1805,10/6/2020,2539995750x0116
FAMILY GUIDANCE CENTERS INC,333 W EVERGREEN ST,Manteno,Illinois,60950-9329,4/1/2020,8154686556
MORSE CLINIC OF DUNN PC,596 E JACKSON BLVD,Erwin,North Carolina,28339-9629,1/1/2020,9108972008
MOSAIC COMMUNITY SERVICES INC,6501 N CHARLES ST,Towson,Maryland,21204-6819,7/19/2022,4103828111
CRC RECOVERY INC,1750 W BROADWAY,Council Bluffs,Iowa,51501-3814,3/4/2021,7122156588
AEGIS TREATMENT CENTERS LLC,2107 1ST ST,Eureka,California,95501-0840,1/1/2020,7072736395
MILWAUKEE HEALTH SERVICES SYSTEM LL,210 WASHINGTON ST,Wausau,Wisconsin,54403-5543,1/1/2020,7158453637
WEST TEXAS COUNSELING & REHABILITAT,2610 EXCHANGE PLZ,Temple,Texas,76504-7033,1/1/2020,2547420490
CENTER FOR LIFE SOLUTIONS INC,9144 PERSHALL RD,Hazelwood,Missouri,63042-2821,1/1/2020,3147310100
"SUNRISE CLINICAL SERVICES, LLC",22 BALL ST,Irvington,New Jersey,07111-3521,1/21/2020,9733721095x126
GRACE MEDICAL CENTER INC,2401 W BALTIMORE STREET,Baltimore,Maryland,21223-2134,1/25/2020,4107288901
CONSECRATED CARE INC,217 ARROWHEAD BLVD,Jonesboro,Georgia,30236-1169,2/1/2020,7704729110
"PINNACLE TREATMENT CENTERS OH-IV, L",1590 COAL RUN RD,Zanesville,Ohio,43701-9167,1/1/2020,2347191885
ZENITH HOPE CENTER,508 EASTWAY DR,Charlotte,North Carolina,28205-1421,6/26/2020,7042480246
TEXAS TREATMENT SERVICES LLC,2688 CALDER ST,Beaumont,Texas,77702-1917,4/2/2020,4098132206
"CONIFER PARK, INC",80 SHARRON AVE,Plattsburgh,New York,12901-4700,1/1/2020,5185611447
BRANDYWINE COUNSELING & COMM,24 BROOKHILL DR,Newark,Delaware,19702-1301,8/14/2020,3022259357
BRANDYWINE COUNSELING & COMM,2713 LANCASTER AVE,Wilmington,Delaware,19805-5220,8/14/2020,3022259357
BRANDYWINE COUNSELING & COMM,769 E MASTEN CIR,Milford,Delaware,19963-1268,8/14/2020,3022259357
AEGIS TREATMENT CENTERS LLC,625 E MAIN ST,Santa Paula,California,93060-2608,1/1/2020,8055254669
PINNACLE TREATMENT CENTERS NJ-II LL,590 MARSHALL ST,Phillipsburg,New Jersey,08865-2629,1/1/2020,9083870003
FORT HELP LLC,915 BRYANT ST,San Francisco,California,94103-4514,1/20/2020,4157779953
UNITED PLANNING ORGANIZATION,1900 MASSACHUSETTS AVE SE BLDG 13,Washington,District of Columbia,20003-2542,6/11/2020,2026826599
SUNRISE DETOX II,1272 LONG HILL RD,Stirling,New Jersey,07980-1010,12/1/2022,9085042700
CHERRY STREET SERVICES INC,1611 OAK AVE,Muskegon,Michigan,49442-2468,3/1/2020,2317671921
INSTITUTE OF SUPPORTIVE SERVICES IN,19940 CONANT ST,Detroit,Michigan,48234-1494,1/1/2020,3137334528
"PREMIER CARE OF WISCONSIN, LLC.",23 W SCOTT ST,Fond Du Lac,Wisconsin,54935-2342,1/1/2020,9209260101
CHESAPEAKE TREATMENT SERVICES LLC,402 MARVEL CT,Easton,Maryland,21601-4052,8/12/2022,8335104329
WILSON PROFESSIONAL SERVICES TREATM,3709 NASH ST NW,Wilson,North Carolina,27896-1127,1/7/2020,2522065799
MEDMARK TREATMENT CENTERS OF TEXAS,7428 MILITARY DRIVE WEST,San Antonio,Texas,78227-3010,1/22/2021,2106738111
PINNACLE TREATMENT CENTERS PA-VII,120 PENN ST,Hanover,Pennsylvania,17331-1928,1/1/2020,7179698400
COMMUNITY MEDICAL SERVICES ARIZONA-,302 EL CAMINO REAL,Sierra Vista,Arizona,85635-2860,1/1/2020,5208946300
CROSSROADS TREATMENT CENTER OF ASHL,1220 GREENUP AVE,Ashland,Kentucky,41101-7525,1/1/2020,8008056989
TEXAS TREATMENT SERVICES LLC,207 BROAD ST,Wichita Falls,Texas,76301-2219,4/2/2020,9405004903
BAART PROGRAMS BREMERTON,1520 NE RIDDELL RD,Bremerton,Washington,98310-3005,1/1/2021,3602287246
BAART PROGRAMS BREMERTON,1520 NE RIDDELL RD,Bremerton,Washington,98310-3005,4/9/2021,3602287246
"CONIFER PARK, INC",2435 6TH AVE,Troy,New York,12180-2227,1/1/2020,5182745143
NORTH CHARLES MENTAL HEALTH RESEARC,1493 CAMBRIDGE ST,Cambridge,Massachusetts,02139-1047,1/1/2020,6176615700
ASSOCIATION FOR THE ADVANCEMENT OF,1205 E HILLSIDE RD,Laredo,Texas,78041-3319,10/8/2020,7139269491x3103
VALLE DEL SOL INC,334 W 10TH PL,Mesa,Arizona,85201-3499,2/17/2020,6022586797
ATS OF CECIL COUNTY LLC,3455 WILKENS AVENUE,Baltimore,Maryland,21229-5203,1/1/2020,4106466960
CFSATC INC,2198 HARRIS AVE NE,Palm Bay,Florida,32905-4002,1/1/2020,3219519750
"ALIVIANE, INC.",1626 MEDICAL CENTER DR,El Paso,Texas,79902-5010,9/18/2020,9157824000x1418
TREATMENT CENTERS INC,3430 N JACKSON HWY,Sheffield,Alabama,35660-3512,1/1/2020,2563836646
OUTLOOK RECOVERY LLC,21030 POINT LOOKOUT RD,Callaway,Maryland,20620-2349,3/27/2020,2402378325
COMMUNITY MEDICAL SERVICES MONTANA,2424 32ND AVE S,Grand Forks,North Dakota,58201-6509,1/1/2020,7017926700
COMMUNITY MEDICAL SERVICES MONTANA,300 30TH AVE NW,Minot,North Dakota,58703-0611,1/1/2020,7018581801
CROSSROADS TREATMENT CENTER OF NORT,4083 CLOUD SPRINGS RD,Ringgold,Georgia,30736-8411,1/1/2020,8008056989
"PINNACLE TREATMENT CENTERS VA-I, LL",11720 MAIN ST,Fredericksburg,Virginia,22408-7368,1/1/2020,5407359350
"PREMIER CARE OF WISCONSIN, LLC.",1333 COLLEGE AVE,South Milwaukee,Wisconsin,53172-1150,1/1/2020,4147752500
BAYMARK HEALTH SERVICES OF OHIO,900 SAHARA TRL,Youngstown,Ohio,44514-3667,10/1/2020,3302679020
STEP MED LLC,2929 MARTIN LUTHER KING JR BLVD,Dallas,Texas,75215-2322,12/20/2021,2144219100
MIDDLE TENNESSEE TREATMENT CENTERS,3575 KEITH ST NW,Cleveland,Tennessee,37312-4324,2/15/2022,4234586660
"CONIFER PARK, INC",526 OLD LIVERPOOL RD,Liverpool,New York,13088-6238,1/1/2020,3154533911
FAMILY GUIDANCE CENTERS INC,15400 PAGE AVE,Harvey,Illinois,60426-3527,4/1/2020,2246597030
"INTEGRATED HEALTH CLINICS, LLC",17882 SE MCLOUGHLIN BLVD,Milwaukie,Oregon,97267-6103,3/30/2021,5033539415
AMERICAN HEALTH SERVICES LLC,717 LINCOLN BLVD,Venice,California,90291-2845,1/27/2020,3103999883
BAART PROGRAMS VAN NESS,539 N VAN NESS AVE,Fresno,California,93728-3419,1/1/2020,5592669581
DRD MANAGEMENT INC,412 CITICO ST,Knoxville,Tennessee,37921-5811,1/1/2020,8655220661
DRD MANAGEMENT INC,1301 VANDIVER DR STE Y,Columbia,Missouri,65202-3918,1/1/2020,5734498338
LAFAYETTE MEDICAL APPROACH LLC,233 LAFAYETTE ST,New York,New York,10012-4051,1/1/2020,2122266421
LAFAYETTE MEDICAL APPROACH LLC,233 LAFAYETTE ST,New York,New York,10012-4051,2/3/2021,2122266421
NORTHWEST INDIANA CENTER LLC,8500 BROADWAY,Merrillville,Indiana,46410-7006,12/7/2022,2197697710
ADDICTION RECOVERY SYSTEMS LLC,103 S PANTOPS DR,Charlottesville,Virginia,22911-8617,1/1/2020,4342200080
DE COACH TEAM LLC,36 N DETROIT ST,Xenia,Ohio,45385-2963,12/1/2020,9376104673
DE COACH TEAM LLC,6570 SOSNA DR,Fairfield,Ohio,45014-2222,12/1/2020,5139424673
CROSSROADS TREATMENT CENTER OF WEAV,901 OLD MARS HILL HWY,Weaverville,North Carolina,28787-8628,1/1/2020,8008056989
DENVER RECOVERY GROUP LLC,11658 HURON ST,Northglenn,Colorado,80234-2931,1/1/2020,3039532299
GRACE MEDICAL CENTER INC,2401 W BALTIMORE ST,Baltimore,Maryland,21223-2134,1/25/2020,4109457706
KU ALOHA OLA MAU,1130 N NIMITZ HWY,Honolulu,Hawaii,96817-6501,1/1/2020,8085380704
KU ALOHA OLA MAU,900 LEILANI ST,Hilo,Hawaii,96720-7512,1/1/2020,8089616822
GUNDERSEN LUTHERAN MEDICAL CENTER,1910 SOUTH AVE,La Crosse,Wisconsin,54601-5467,1/1/2020,6087758709
"ATS OF NORTH CAROLINA, LLC",3427 MELROSE RD,Fayetteville,North Carolina,28304-1608,1/1/2020,9108648739
WESTERN PACIFIC MED-CORP,9462 VAN NUYS BLVD,Panorama City,California,91402-1310,1/1/2020,8188918555
PINNACLE TREATMENT CENTERS NJ-III L,7980 S CRESCENT BLVD,Pennsauken,New Jersey,08109-4106,1/1/2020,8566655100
RICHMOND TREATMENT CENTER,2217 E FRANKLIN ST,Richmond,Virginia,23223-7046,1/1/2020,8042130249
CODAC INC,850 WATERMAN AVE,East Providence,Rhode Island,02914-1729,3/1/2020,4014344999
"HEALTHQWEST, LLC",607 RUSSELL PKWY,Warner Robins,Georgia,31088-7690,1/1/2020,4782259860
SOAR CORP,33 WILLIAMS ST,Lansdowne,Pennsylvania,19050-2730,7/8/2022,6106221114
CENTER FOR BEHAVIORAL HEALTH LOUISI,1303 LINE AVE,Shreveport,Louisiana,71101-4638,1/1/2020,3184253400
BHG XXXV LLC,455 PARK PL,Lexington,Kentucky,40511-1881,1/1/2020,8592760533
VENI VIDI VICI TREATMENT SERVICES L,4B NORTH AVE,Bel Air,Maryland,21014-2304,7/23/2020,4438193172
THE OTIS R BOWEN CENTER FOR HUMAN S,1415 DIRECTORS ROW,Fort Wayne,Indiana,46808,1/1/2020,2604719357
"REFLECTIONS OF HOPE, LLP",33 DARLINGTON AVE,Wilmington,North Carolina,28403-1343,1/1/2020,9107828752
BHG LVII LLC,26 VALLEY RD,Middletown,Rhode Island,02842-6371,8/1/2020,4015524673
UNIVERSITY OF KANSAS HOSP AUTHORITY,3901 RAINBOW BLVD,Kansas City,Kansas,66160-0001,10/1/2020,9139457031
WESTERN PACIFIC MED-CORP,26921 CROWN VALLEY PKWY,Mission Viejo,California,92691-6501,1/1/2020,8189563737
"DISCOVERY HOUSE, LLC",2755 PHILMONT AVE STE 115,Huntingdon Valley,Pennsylvania,19006-5321,1/1/2020,2159474100
CARTERSVILLE CENTER,218 STONEWALL ST,Cartersville,Georgia,30120-3628,1/1/2020,7703861907
BAY COVE HUMAN SERVICES INC,66 CANAL ST,Boston,Massachusetts,02114-2002,1/1/2020,6173713085
MARION COUNTY,2045 SILVERTON RD NE,Salem,Oregon,97301-0100,1/1/2020,5035885352
COUNTY OF SUFFOLK,300 CENTER DR,Riverhead,New York,11901-3393,1/1/2020,6318522680
SAN DIEGO HEALTH ALLIANCE,234 N MAGNOLIA AVE,El Cajon,California,92020-3906,1/1/2020,6195798378
ADDICTION RESEARCH AND TREATMENT IN,1235 E ST,Fresno,California,93706-2024,1/1/2020,5594987100
GALAX TREATMENT CENTER,111 TOWN HOLLOW RD,Cedar Bluff,Virginia,24609-9622,1/1/2020,2769633554
"HABIT OPCO, LLC",111 HIGHWAY 35 STE 7,Cliffwood,New Jersey,07721-1515,1/1/2020,7327272555
CHERRY STREET SERVICES INC,2303 KALAMAZOO AVE SE,Grand Rapids,Michigan,49507-3780,3/1/2020,6169658390
SOUTHWEST BEHAVIORAL HEALTH SERVICE,809 HANCOCK RD,Bullhead City,Arizona,86442-5078,2/6/2023,9287637111
"GLASS HEALTH PROGRAMS, INC",821 N EUTAW ST,Baltimore,Maryland,21201-6301,8/17/2022,4102259185
"TARZANA TREATMENT CENTERS, INC.",320 E PALMDALE BLVD,Palmdale,California,93550-4598,1/1/2020,8186543815
"TARZANA TREATMENT CENTERS,INC.",18646 OXNARD ST,Tarzana,California,91356-1411,1/1/2020,8009961051x3850
CENTER FOR ALCOHOL AND DRUG TREATME,1402 E SUPERIOR ST,Duluth,Minnesota,55805-2430,11/7/2020,2185291188
CRC RECOVERY INC,522 S MAPLE RD,Ann Arbor,Michigan,48103-3837,1/1/2020,7345857970
COMMUNITY MEDICAL SERVICES ARIZONA-,329 LAKE HAVASU AVE S,Lake Havasu City,Arizona,86403-9368,1/1/2020,9287647266
"JK2C, LLC",105 MEDICAL DR,Elizabeth City,North Carolina,27909-3361,1/14/2020,2523331540
SAMARITAN DAYTOP VILLAGE INC,130-20 89TH ROAD,Richmond Hill,New York,11418-3301,1/1/2020,7184418913
SAMARITAN DAYTOP VILLAGE INC,250 GRAND CONCOURSE,Bronx,New York,10451-5430,1/1/2020,7182924455
RESOURCE CENTER FOR THE CHEMICALLY,273 E MAIN ST,Denville,New Jersey,07834-2642,1/10/2020,9739276641x101
PUERTO RICAN ORGANIZATION TO MOTIVA,553-561 COURT ST,Brooklyn,New York,11231-3804,1/1/2020,7187807421
MERIDIAN HEALTHCARE,320 HIGH ST NE,Warren,Ohio,44481-1222,1/1/2020,3307970070
MERIDIAN HEALTHCARE,527 N MERIDIAN RD,Youngstown,Ohio,44509-1227,1/1/2020,3307970070
UNIVERSITY OF MARYLAND MEDICAL SYST,1001 W PRATT ST,Baltimore,Maryland,21223-2679,1/1/2020,4434623400
COMMUNITY MEDICAL SERVICES MONTANA,795 SUNSET BLVD,Kalispell,Montana,59901-3699,1/1/2020,4062063885
TRUE NORTH RECOVERY & WELLNESS OREM,234 N OREM BLVD,Orem,Utah,84057-6601,1/1/2020,8016910672
TRUE NORTH RECOVERY & WELLNESS STG,640 E 700 S,St George,Utah,84770-4006,1/1/2020,4356731004
"STARTING POINT OF DARLINGTON, LLC",1451 RETAIL ROW,Hartsville,South Carolina,29550-4258,1/1/2020,8008056989
BAYMARK HEALTH SERVICES OF OHIO,4201 N MAIN ST,Dayton,Ohio,45405-1624,10/1/2020,9372032017
SUNRISE TREATMENT CENTER,1907 11TH ST,Portsmouth,Ohio,45662-4531,1/1/2020,5139414999
"GEORGIA CTC,LLC",270 HERITAGE WALK,Woodstock,Georgia,30188-3875,9/30/2022,6786615146
"GEORGIA CTC,LLC",311 WHITE INGRAM PKWY,Dallas,Georgia,30132-0969,9/30/2022,6783637447
"GEORGIA CTC,LLC",3543 HIGHWAY 81,Loganville,Georgia,30052-4336,9/30/2022,6786152382
"GEORGIA CTC,LLC",514 W MAPLE ST,Cumming,Georgia,30040-2536,9/30/2022,7702067140
PUERTO RICAN ORGANIZATION TO,754 E 151ST ST,Bronx,New York,10455-3267,1/1/2020,3473522500
FARNHAM INC,283 W 2ND ST,Oswego,New York,13126-3878,1/1/2020,3153424489
"HENNEPIN HEALTHCARE SYSTEMS, INC",914 S 8TH ST,Minneapolis,Minnesota,55404-1204,1/1/2020,6128735500
LUMMI INDIAN BUSINESS COUNCIL,2616 KWINA RD,Bellingham,Washington,98226-9291,5/28/2020,3603806945
"METRO TREATMENT OF FLORIDA, LP",2175 N UNIVERSITY DR,Sunrise,Florida,33322-3938,1/1/2020,9545787684
"BHG XXVI, LLC",118 GRAND VUE PLZ,Hazard,Kentucky,41701-6842,1/1/2020,6064871646
EVERGREEN TREATMENT SERVICES,1412 SW 43RD ST,Renton,Washington,98057-4803,1/1/2020,4252640750
BORNFREE WELLNESS CENTERS OF AMERIC,19537 DOCTORS DR,Germantown,Maryland,20874-5262,1/1/2020,2406544001
RCA MAT PA LLC,53 N UNION AVE,Lansdowne,Pennsylvania,19050-2536,5/6/2021,4842571350
"NEW START TREATMENT, LLC",600 S 8TH ST,Griffin,Georgia,30224-4214,12/1/2022,6786031381
"SUNRISE TREATMENT CENTER, LLC",160 N BREIEL BLVD,Middletown,Ohio,45042-3806,1/1/2020,5134672825
GREENWOOD TREATMENT SPECIALISTS,519 MONUMENT ST,Greenwood,South Carolina,29646-2622,1/1/2020,8644074160
CROSSROADS TREATMENT CENTER OF SOME,607 CLIFTY ST,Somerset,Kentucky,42503-1765,1/1/2020,8008056989
CULPEPER TREATMENT SERVICES LLC,571 JAMES MADISON HWY,Culpeper,Virginia,22701-2367,3/2/2022,5405473769
RINGGOLD TREATMENT CENTER LLC,8292 HIGHWAY 41,Ringgold,Georgia,30736-2354,1/31/2023,7069522800
SOUTHEAST ALASKA REGIONAL HEALTH CO,225 FRONT ST,Juneau,Alaska,99801-1244,8/29/2022,9073644565
SES OPERATING CORP,2367-69 SECOND AVE,New York,New York,10035-3108,6/10/2021,2128762300x205
HUMAN RESOURCES DEVELOPMENT INSTITU,8000 S RACINE AVE,Chicago,Illinois,60620-3011,4/2/2020,7739660255
RINCON FAMILY SERVICES,3809 W GRAND AVE,Chicago,Illinois,60651-2004,1/1/2020,7732760200
GENESIS TREATMENT SERVICES,1106 BUSINESS PKWY S,Westminster,Maryland,21157-3054,5/13/2020,4107517771
CRC HEALTH OREGON LLC,1160 LIBERTY ST SE,Salem,Oregon,97302-4143,1/1/2020,5033919762
TEXAS AMERICAN MEDICAL CONSULTANTS,7428 PARK PLACE BLVD,Houston,Texas,77087-4442,1/1/2020,7136435858
ALLCARE TREATMENT SERVICES LLC,550 CRAIN HWY N,Glen Burnie,Maryland,21061-3054,3/30/2022,4435176552
BAYMARK HEALTH SERVICES OF KENTUCKY,4922 POPLAR LEVEL RD,Louisville,Kentucky,40219-1128,8/18/2022,5024345566
CODA INC,1027 E BURNSIDE ST,Portland,Oregon,97214-1328,1/1/2020,5032398400
PROGRESSIVE MEDICAL SPECIALISTS INC,2453 WEST PIKE ROAD,Washington,Pennsylvania,15342,3/5/2020,7248735655
PROGRESSIVE MEDICAL SPECIALISTS INC,2900 SMALLMAN ST,Pittsburgh,Pennsylvania,15201-1523,3/5/2020,4123916384
NEW LIGHT RECOVERY INC,300 W MCNICHOLS RD,Detroit,Michigan,48203-2703,1/23/2020,3138678015
WEST TEXAS COUNSELLING AND REHABILI,601 S IRVING ST,San Angelo,Texas,76903-6961,8/23/2020,3256533683
RIVERCITY REHABILITATION CENTER INC,1149 S ACADEMY AVE,New Braunfels,Texas,78130-4750,1/1/2020,8306200282
RIVERCITY REHABILITATION CENTER INC,680 STONEWALL ST,San Antonio,Texas,78214-1908,1/1/2020,2109247547
MARIN TREATMENT CENTER,1466 LINCOLN AVE,San Rafael,California,94901-2021,1/1/2020,4155268022
CENTER FOR BEHAVIORAL HEALTH SOUTH,2301 COSGROVE AVE,North Charleston,South Carolina,29405-7663,1/1/2020,8435290700
SPRINGDALE TREATMENT CENTER LLC,7255 MEESHOW DR,Springdale,Arkansas,72762-5269,5/27/2023,4793064480
WESTERN PACIFIC RE-HAB,7232 CANBY AVE,Reseda,California,91335-3006,1/1/2020,8187055561
VALLE VISTA LLC,65 AIRPORT PARKWAY SUITE 104,Greenwood,Indiana,46143-1407,1/1/2020,3178835330
TEXAS TREATMENT SERVICES LLC,3529 DENTON HWY,Haltom City,Texas,76117-3923,4/2/2020,8177590707
SISTERS OF CHARITY HOSPITAL OF BUFF,158 HOLDEN ST,Buffalo,New York,14214-2226,1/1/2020,7168621330
SISTERS OF CHARITY HOSPITAL OF BUFF,210 JOHN GLENN DR,Amherst,New York,14228,1/1/2020,7168622059
SISTERS OF CHARITY HOSPITAL OF BUFF,435 E HENRIETTA RD,Rochester,New York,14620-4629,1/1/2020,5854246580
VICTORY CLINICAL SERVICES LLC,401 HOWARD ST,Kalamazoo,Michigan,49001-2748,1/1/2020,2693444458
UNM HOSPITAL,2600 YALE BLVD SE,Albuquerque,New Mexico,87106-4383,1/1/2020,5059947999
"METRO TREATMENT OF FLORIDA, LP",3976 WOODVILLE HWY,Tallahassee,Florida,32305-7449,1/1/2020,8508787776
UNIVERSITY PHYSICIAN GROUP,3901 CHRYSLER DR,Detroit,Michigan,48201-2167,5/12/2020,3139933964
HEALTHQWEST FRONTIERS,6707 FOREST PARK DR,Savannah,Georgia,31406-2566,1/1/2020,9123351699
"SRR TREATMENT SOLUTIONS, LLC",8930 STANFORD BLVD,Columbia,Maryland,21045-5805,12/29/2020,4432850807
"PENNSYLVANIA ASSOCIATES, LLC",1151 POCONO BLVD UNIT 3,Mount Pocono,Pennsylvania,18344-1033,1/1/2020,5708397246
NORTHERN PARKWAY TREATMENT SERVICES,3007 E NORTHERN PKWY,Baltimore,Maryland,21214-1419,1/1/2020,4434750737
EVERGREEN TREATMENT SERVICES LLC,2120 PULASKI HWY,Havre De Grace,Maryland,21078-2127,6/26/2021,4102739300
AMERICAN ADDICTION TREATMENT CENTER,12695 MCMANUS BLVD,Newport News,Virginia,23602-4458,1/1/2020,7572344139
FAMILY GUIDANCE CENTERS INC,1220 S WOOD ST,Chicago,Illinois,60608-1202,4/1/2020,3124133026
METRO TREATMENT OF FLORIDA LP,704 DOCTORS CT,Leesburg,Florida,34748-7366,1/1/2020,3523274417
QUAPAW TRIBAL BUSINESS COMMITTEE,58150 E 66 RD,Miami,Oklahoma,74354-6509,2/5/2020,9185421786x5007
FAMILY GUIDANCE CENTERS INC,484 LEE ST,Des Plaines,Illinois,60016-4610,4/1/2020,2246597030
"SOFT LANDING INTERVENTIONS, LLC",28373 DAVIS PKWY STE 500,Warrenville,Illinois,60555-1437,9/9/2021,6302619220
MCLEOD ADDICTIVE DISEASE CENTER INC,300 COPPERFIELD BLVD NE,Concord,North Carolina,28025-2429,1/4/2020,7047823131
NEW SEASON 270-272 TREATMENT CENTER,3615 CULEBRA RD,San Antonio,Texas,78228-5914,1/1/2020,2103146473
COASTAL COMMUNITY BEHAVIORAL HEALTH,5155 GA HIGHWAY 40 E,Saint Marys,Georgia,31558-9410,1/1/2020,9124341794x403
IHC HEALTH SERVICES INC,550 E 1400 N,Logan,Utah,84341-2407,2/10/2020,4357161664
CPIH DESERT PALM MAT,1021 E PALMDALE ST,Tucson,Arizona,85714-1859,1/1/2020,5204075353
WCHS INC,305 PACIFIC AVE S,Kelso,Washington,98626-1638,1/1/2020,3604255378
"SOFT LANDING INTERVENTIONS, LLC",3934 N LINCOLN AVE,Chicago,Illinois,60613-2432,9/9/2021,7735491700
"BHG LXIX, LLC",4040 INDEPENDENCE DR NW,Huntsville,Alabama,35816-3012,11/11/2020,2567211940
DENVER RECOVERY GROUP LLC,2531 AIRPORT RD,Colorado Springs,Colorado,80910-3119,1/1/2020,7193007021
"PINNACLE TREATMENT CENTERS OH-XIV,",1581 MARION WALDO RD,Marion,Ohio,43302-7423,8/25/2021,7403757814
METRO TREATMENT OF FLORIDA LP,320 OAKFIELD DR,Brandon,Florida,33511-5723,1/1/2020,8139065544
RUTLAND HOSPITAL INC,"1 SCALE AVE, BLDG 10",Rutland,Vermont,05701-4454,2/1/2020,8027765800
MILWAUKEE HEALTH SERVICES SYSTEM LL,3301 N BALLARD RD,Appleton,Wisconsin,54911-9002,1/1/2020,9207334443
THERAPEUTIC HEALTH SERVICES,1116 SUMMIT AVE,Seattle,Washington,98101-2831,3/27/2023,2063230930
THOMAS JEFFERSON UNIVERSITY,NE CORNER 21ST & WASHINGTON AVE,Philadelphia,Pennsylvania,19146-2634,1/1/2020,2157355979
PENNSYLVANIA CARE LLC,90 E UNION ST,Wilkes Barre,Pennsylvania,18701-3210,1/1/2020,5708225145
"PREMIER TREATMENT SPECIALISTS, LLC",400 BEVERLY HANKS CTR,Hendersonville,North Carolina,28792-2303,3/19/2020,8285959558
COMMUNITY MEDICAL SERVICES MONTANA,2040 ROSEBUD DR,Billings,Montana,59102-6294,1/1/2020,4069694812
"METRO TREATMENT OF FLORIDA, LP",590 ELLIS RD S,Jacksonville,Florida,32254-3555,1/1/2020,9048002231
FAMILY GUIDANCE CENTERS INC,333 W EVERGREEN ST,Manteno,Illinois,60950-9329,4/1/2020,2246597030
MEDMARK TREATMENT CENTERS OF GEORGI,1289 GI MADDOX PKWY,Chatsworth,Georgia,30705-2069,1/1/2020,7069713366
"DM & AAR, INC.",1710 COMMERCE RD,Athens,Georgia,30607-1018,1/1/2020,7065520688
CROSSROADS TREATMENT CENTER OF SENE,209 OCONEE SQUARE DR,Seneca,South Carolina,29678-2546,1/1/2020,8008056989
METRO TREATMENT OF NEW HAMPSHIRE LP,865 2ND ST,Manchester,New Hampshire,03102-5265,1/1/2020,6033970970
COMMUNITY MEDICAL SERVICES ARIZONA,2525 S RURAL RD,Tempe,Arizona,85282-2435,1/1/2020,4809771800
OPERATION PAR INC,6253 14TH ST W,Bradenton,Florida,34207-4611,1/1/2020,9417530877
ST. JOSEPH'S HOSPITAL YONKERS,317 S BROADWAY,Yonkers,New York,10705-2008,7/9/2021,9143787566
OPERATION PAR INC,6124 S TAMIAMI TRL,Sarasota,Florida,34231-4029,1/1/2020,9419256672
SOUTHWEST BEHAVIORAL HEALTH SERVICE,7600 E FLORENTINE RD,Prescott Valley,Arizona,86314-1314,2/6/2023,6023516986
ADDICTION SERVICES,405 N MCDONALD ST STE B,Mckinney,Texas,75069-3911,1/1/2020,9725424144
"SOAP MAT, LLC",3230 WARING CT,Oceanside,California,92056-4509,2/23/2023,7603905503
