overdose_type,overdose_type_num,deathsper100k,demographic_name,demographic_detail,demographic_detail_num,year,age_group,estimate
natural or semisynthetic,2,crude,age group,25-34 years,1.3,1999,25-34 years,1.3
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2000,25-34 years,1.3
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2001,25-34 years,1.4
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2002,25-34 years,1.9
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2003,25-34 years,2.1
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2004,25-34 years,2.1
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2005,25-34 years,2.5
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2006,25-34 years,3.2
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2007,25-34 years,3.8
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2008,25-34 years,4.1
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2009,25-34 years,4.5
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2010,25-34 years,5.3
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2011,25-34 years,5.6
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2012,25-34 years,4.9
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2013,25-34 years,4.9
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2014,25-34 years,4.9
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2015,25-34 years,5.3
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2016,25-34 years,6.3
natural or semisynthetic,2,crude,age group,25-34 years,1.3,2017,25-34 years,6.3
natural or semisynthetic,2,crude,age group,35-44 years,1.4,1999,35-44 years,2.3
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2000,35-44 years,2.4
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2001,35-44 years,2.8
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2002,35-44 years,3.4
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2003,35-44 years,3.5
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2004,35-44 years,3.6
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2005,35-44 years,3.7
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2006,35-44 years,4.2
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2007,35-44 years,4.8
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2008,35-44 years,5.2
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2009,35-44 years,5.5
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2010,35-44 years,6.1
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2011,35-44 years,6.5
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2012,35-44 years,6.2
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2013,35-44 years,5.9
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2014,35-44 years,6.5
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2015,35-44 years,6.9
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2016,35-44 years,7.7
natural or semisynthetic,2,crude,age group,35-44 years,1.4,2017,35-44 years,7.7
natural or semisynthetic,2,crude,age group,45-54 years,1.5,1999,45-54 years,2.0
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2000,45-54 years,2.2
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2001,45-54 years,2.5
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2002,45-54 years,3.3
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2003,45-54 years,3.6
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2004,45-54 years,3.9
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2005,45-54 years,4.4
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2006,45-54 years,5.1
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2007,45-54 years,5.8
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2008,45-54 years,6.5
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2009,45-54 years,6.8
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2010,45-54 years,7.3
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2011,45-54 years,7.9
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2012,45-54 years,7.6
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2013,45-54 years,7.8
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2014,45-54 years,8.0
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2015,45-54 years,8.1
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2016,45-54 years,8.7
natural or semisynthetic,2,crude,age group,45-54 years,1.5,2017,45-54 years,8.6
natural or semisynthetic,2,crude,age group,55-64 years,1.6,1999,55-64 years,0.7
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2000,55-64 years,0.7
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2001,55-64 years,0.9
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2002,55-64 years,1.1
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2003,55-64 years,1.4
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2004,55-64 years,1.7
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2005,55-64 years,1.9
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2006,55-64 years,2.4
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2007,55-64 years,3.0
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2008,55-64 years,3.4
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2009,55-64 years,3.7
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2010,55-64 years,4.2
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2011,55-64 years,4.5
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2012,55-64 years,4.7
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2013,55-64 years,5.4
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2014,55-64 years,6.1
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2015,55-64 years,6.4
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2016,55-64 years,7.2
natural or semisynthetic,2,crude,age group,55-64 years,1.6,2017,55-64 years,7.1
natural or semisynthetic,2,crude,age group,65-74 years,1.7,1999,65-74 years,0.3
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2000,65-74 years,0.3
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2001,65-74 years,0.3
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2002,65-74 years,0.4
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2003,65-74 years,0.5
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2004,65-74 years,0.5
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2005,65-74 years,0.7
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2006,65-74 years,0.7
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2007,65-74 years,0.8
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2008,65-74 years,1.0
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2009,65-74 years,1.2
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2010,65-74 years,1.1
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2011,65-74 years,1.4
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2012,65-74 years,1.6
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2013,65-74 years,1.7
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2014,65-74 years,2.1
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2015,65-74 years,2.1
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2016,65-74 years,2.3
natural or semisynthetic,2,crude,age group,65-74 years,1.7,2017,65-74 years,2.5
natural or semisynthetic,2,crude,age group,75-84 years,1.8,1999,75-84 years,0.2
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2000,75-84 years,0.0
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2001,75-84 years,0.2
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2002,75-84 years,0.3
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2003,75-84 years,0.3
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2004,75-84 years,0.4
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2005,75-84 years,0.4
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2006,75-84 years,0.4
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2007,75-84 years,0.4
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2008,75-84 years,0.5
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2009,75-84 years,0.6
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2010,75-84 years,0.5
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2011,75-84 years,0.6
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2012,75-84 years,0.6
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2013,75-84 years,0.6
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2014,75-84 years,0.8
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2015,75-84 years,0.9
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2016,75-84 years,0.9
natural or semisynthetic,2,crude,age group,75-84 years,1.8,2017,75-84 years,1.0
natural or semisynthetic,2,crude,age group,85 years and over,1.9,1999,85 years and over,0.0
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2000,85 years and over,0.0
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2001,85 years and over,0.0
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2002,85 years and over,0.0
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2003,85 years and over,0.5
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2004,85 years and over,0.0
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2005,85 years and over,0.6
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2006,85 years and over,0.5
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2007,85 years and over,0.7
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2008,85 years and over,0.5
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2009,85 years and over,0.5
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2010,85 years and over,0.9
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2011,85 years and over,0.7
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2012,85 years and over,0.7
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2013,85 years and over,0.8
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2014,85 years and over,0.7
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2015,85 years and over,0.7
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2016,85 years and over,0.6
natural or semisynthetic,2,crude,age group,85 years and over,1.9,2017,85 years and over,0.9
natural or semisynthetic,2,crude,gender,Male,2.1,1999,All ages,1.4
natural or semisynthetic,2,crude,gender,Male,2.1,2000,All ages,1.5
natural or semisynthetic,2,crude,gender,Male,2.1,2001,All ages,1.7
natural or semisynthetic,2,crude,gender,Male,2.1,2002,All ages,2.0
natural or semisynthetic,2,crude,gender,Male,2.1,2003,All ages,2.2
natural or semisynthetic,2,crude,gender,Male,2.1,2004,All ages,2.3
natural or semisynthetic,2,crude,gender,Male,2.1,2005,All ages,2.4
natural or semisynthetic,2,crude,gender,Male,2.1,2006,All ages,2.9
natural or semisynthetic,2,crude,gender,Male,2.1,2007,All ages,3.3
natural or semisynthetic,2,crude,gender,Male,2.1,2008,All ages,3.7
natural or semisynthetic,2,crude,gender,Male,2.1,2009,All ages,3.9
natural or semisynthetic,2,crude,gender,Male,2.1,2010,All ages,4.4
natural or semisynthetic,2,crude,gender,Male,2.1,2011,All ages,4.5
natural or semisynthetic,2,crude,gender,Male,2.1,2012,All ages,4.1
natural or semisynthetic,2,crude,gender,Male,2.1,2013,All ages,4.1
natural or semisynthetic,2,crude,gender,Male,2.1,2014,All ages,4.3
natural or semisynthetic,2,crude,gender,Male,2.1,2015,All ages,4.5
natural or semisynthetic,2,crude,gender,Male,2.1,2016,All ages,5.3
natural or semisynthetic,2,crude,gender,Male,2.1,2017,All ages,5.2
natural or semisynthetic,2,crude,gender,Female,2.2,1999,All ages,0.5
natural or semisynthetic,2,crude,gender,Female,2.2,2000,All ages,0.6
natural or semisynthetic,2,crude,gender,Female,2.2,2001,All ages,0.8
natural or semisynthetic,2,crude,gender,Female,2.2,2002,All ages,1.1
natural or semisynthetic,2,crude,gender,Female,2.2,2003,All ages,1.2
natural or semisynthetic,2,crude,gender,Female,2.2,2004,All ages,1.3
natural or semisynthetic,2,crude,gender,Female,2.2,2005,All ages,1.5
natural or semisynthetic,2,crude,gender,Female,2.2,2006,All ages,1.8
natural or semisynthetic,2,crude,gender,Female,2.2,2007,All ages,2.1
natural or semisynthetic,2,crude,gender,Female,2.2,2008,All ages,2.3
natural or semisynthetic,2,crude,gender,Female,2.2,2009,All ages,2.5
natural or semisynthetic,2,crude,gender,Female,2.2,2010,All ages,2.8
natural or semisynthetic,2,crude,gender,Female,2.2,2011,All ages,3.0
natural or semisynthetic,2,crude,gender,Female,2.2,2012,All ages,3.0
natural or semisynthetic,2,crude,gender,Female,2.2,2013,All ages,3.1
natural or semisynthetic,2,crude,gender,Female,2.2,2014,All ages,3.4
natural or semisynthetic,2,crude,gender,Female,2.2,2015,All ages,3.4
natural or semisynthetic,2,crude,gender,Female,2.2,2016,All ages,3.7
natural or semisynthetic,2,crude,gender,Female,2.2,2017,All ages,3.7
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,1999,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2000,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2001,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2002,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2003,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2004,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2005,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2006,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2007,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2008,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2009,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2010,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2011,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2012,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2013,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2014,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2015,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2016,Under 15 years,0.1
natural or semisynthetic,2,crude,gender and age group,Male: Under 15 years,3.11,2017,Under 15 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,1999,15-24 years,0.7
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2000,15-24 years,0.8
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2001,15-24 years,1.3
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2002,15-24 years,1.3
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2003,15-24 years,1.7
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2004,15-24 years,1.8
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2005,15-24 years,1.9
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2006,15-24 years,2.3
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2007,15-24 years,2.6
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2008,15-24 years,3.0
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2009,15-24 years,2.8
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2010,15-24 years,3.5
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2011,15-24 years,3.3
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2012,15-24 years,2.7
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2013,15-24 years,2.6
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2014,15-24 years,2.3
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2015,15-24 years,2.2
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2016,15-24 years,3.3
natural or semisynthetic,2,crude,gender and age group,Male: 15-24 years,3.12,2017,15-24 years,2.8
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,1999,25-34 years,2.0
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2000,25-34 years,1.9
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2001,25-34 years,2.0
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2002,25-34 years,2.7
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2003,25-34 years,2.9
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2004,25-34 years,2.9
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2005,25-34 years,3.4
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2006,25-34 years,4.4
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2007,25-34 years,5.2
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2008,25-34 years,5.9
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2009,25-34 years,6.3
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2010,25-34 years,7.1
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2011,25-34 years,7.5
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2012,25-34 years,6.3
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2013,25-34 years,6.4
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2014,25-34 years,6.5
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2015,25-34 years,7.0
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2016,25-34 years,8.4
natural or semisynthetic,2,crude,gender and age group,Male: 25-34 years,3.13,2017,25-34 years,8.3
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,1999,35-44 years,3.6
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2000,35-44 years,3.4
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2001,35-44 years,3.7
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2002,35-44 years,4.4
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2003,35-44 years,4.5
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2004,35-44 years,4.5
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2005,35-44 years,4.4
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2006,35-44 years,5.3
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2007,35-44 years,5.8
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2008,35-44 years,6.3
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2009,35-44 years,6.6
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2010,35-44 years,7.5
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2011,35-44 years,7.7
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2012,35-44 years,7.1
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2013,35-44 years,6.6
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2014,35-44 years,7.2
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2015,35-44 years,7.8
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2016,35-44 years,9.1
natural or semisynthetic,2,crude,gender and age group,Male: 35-44 years,3.14,2017,35-44 years,9.5
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,1999,45-54 years,2.8
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2000,45-54 years,3.1
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2001,45-54 years,3.3
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2002,45-54 years,4.2
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2003,45-54 years,4.5
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2004,45-54 years,4.7
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2005,45-54 years,5.3
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2006,45-54 years,5.8
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2007,45-54 years,6.4
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2008,45-54 years,7.4
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2009,45-54 years,7.6
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2010,45-54 years,8.3
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2011,45-54 years,8.6
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2012,45-54 years,8.0
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2013,45-54 years,8.2
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2014,45-54 years,8.4
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2015,45-54 years,8.2
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2016,45-54 years,9.3
natural or semisynthetic,2,crude,gender and age group,Male: 45-54 years,3.15,2017,45-54 years,9.3
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,1999,55-64 years,0.8
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2000,55-64 years,0.7
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2001,55-64 years,0.9
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2002,55-64 years,1.3
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2003,55-64 years,1.6
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2004,55-64 years,1.8
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2005,55-64 years,2.0
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2006,55-64 years,2.6
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2007,55-64 years,3.3
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2008,55-64 years,3.7
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2009,55-64 years,4.1
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2010,55-64 years,4.7
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2011,55-64 years,5.0
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2012,55-64 years,5.0
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2013,55-64 years,5.7
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2014,55-64 years,6.3
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2015,55-64 years,6.8
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2016,55-64 years,7.8
natural or semisynthetic,2,crude,gender and age group,Male: 55-64 years,3.16,2017,55-64 years,7.5
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,1999,65-74 years,0.4
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2000,65-74 years,0.3
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2001,65-74 years,0.3
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2002,65-74 years,0.4
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2003,65-74 years,0.5
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2004,65-74 years,0.5
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2005,65-74 years,0.5
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2006,65-74 years,0.7
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2007,65-74 years,0.8
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2008,65-74 years,1.1
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2009,65-74 years,1.2
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2010,65-74 years,1.0
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2011,65-74 years,1.2
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2012,65-74 years,1.6
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2013,65-74 years,1.6
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2014,65-74 years,1.9
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2015,65-74 years,2.3
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2016,65-74 years,2.4
natural or semisynthetic,2,crude,gender and age group,Male: 65-74 years,3.17,2017,65-74 years,2.6
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,1999,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2000,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2001,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2002,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2003,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2004,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2005,75-84 years,0.4
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2006,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2007,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2008,75-84 years,0.0
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2009,75-84 years,0.5
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2010,75-84 years,0.5
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2011,75-84 years,0.6
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2012,75-84 years,0.5
natural or semisynthetic,2,crude,gender and age group,Male: 75-84 years,3.18,2013,75-84 years,0.7
